小号塔类型,大号塔类型,地形,挂点档距(m),挂点高差(m),弹性系数(MPa)E,计算破断力(N)B,每km电阻(Ω)R,外径(mm)D,线涨系数(1/℃)A,单位长度重量(kg/km)w,总截面(mm^2)S,钢芯直径mm,工况温度(℃),工况风速(m/s),服役时长(天),最大弧垂(m)
0,0,5,491.08183,-12.13,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,16.86
0,0,5,491.46834,-12.62,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,16.81
0,0,5,491.33773,-12.82,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,16.81
0,0,0,295.78533,12.2,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,35,2,4089,10.1
0,0,0,295.73686,12.12,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,35,2,4089,9.64
0,0,0,295.52978,12.09,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,35,2,4089,9.9
0,0,0,213.7526,-9.267,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3786,2.92
0,0,0,212.76143,-10.087,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3786,2.95
0,0,0,213.53665,-9.047,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3786,2.96
0,0,5,440.21936,5.065,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,2986,13.95
0,0,5,439.76763,5.325,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,2986,14.18
0,0,5,439.30752,5.195,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,2986,14.24
0,0,5,439.46667,5.465,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,2986,14.02
0,0,5,439.88371,5.445,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,2986,14.3
0,0,5,439.32477,5.405,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,2986,14.26
0,0,4,531.62288,-56.2,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.72
0,0,4,531.38445,-55.11,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.78
0,0,4,531.60501,-53.82,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,21.01
0,0,4,530.69087,-56.18,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.81
0,0,4,529.72891,-54.97,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.78
0,0,4,529.90946,-53.86,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.95
0,0,5,494.58709,-2.03,55000,233050,0.0533,33.6,0.00002,2057.6,666.6,8.4,32,3,3719,16.22
0,0,5,494.1008,-2.36,55000,233050,0.0533,33.6,0.00002,2057.6,666.6,8.4,32,3,3719,16.55
0,0,5,494.4361,-1.93,55000,233050,0.0533,33.6,0.00002,2057.6,666.6,8.4,32,3,3719,16.33
0,1,5,312.29112,-14.74,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,30,1,2986,6.77
0,1,5,311.43811,-14.11,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,30,1,2986,6.72
0,1,5,312.60279,-14.8,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,30,1,2986,7.07
0,0,0,587.41263,58.03,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,25.29
0,0,0,588.09185,57.87,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,25.15
0,0,0,587.52663,58.06,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3584,24.65
0,1,5,97.08476,-3.85,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,24,2,2900,0.76
0,1,5,98.89976,-4.18,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,24,2,2900,0.74
0,1,5,103.13528,-3.96,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,24,2,2900,0.71
0,0,0,255.28896,32.78,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,3.77
0,0,0,255.47414,32.09,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,3.74
0,0,0,255.46687,32.74,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,3.72
0,1,5,584.48933,-52.31,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,27.86
0,1,5,584.40566,-45.81,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,30.32
0,1,5,585.05179,-52.29,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,27.7
0,0,1,255.02743,-5.46,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,4.45
0,0,1,255.06223,-4.99,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,4.62
0,0,1,254.68052,-5.4,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,4.42
0,0,1,254.82171,-5.48,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,4.48
0,0,1,255.84175,-5.41,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,4.4
0,0,1,254.55494,-5.42,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3451,3.87
0,0,1,255.02743,-5.46,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,4.45
0,0,1,255.06223,-4.99,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,4.62
0,0,1,254.68052,-5.4,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,4.42
0,0,1,254.82171,-5.48,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,4.48
0,0,1,255.84175,-5.41,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,4.4
0,0,1,254.55494,-5.42,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,29,3,3632,3.87
0,0,0,609.58194,-7.76,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.36
0,0,0,610.0683,-7.49,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.65
0,0,0,610.03692,-7.23,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.23
0,0,0,609.20707,-7.8,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.95
0,0,0,609.66394,-7.55,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.76
0,0,0,609.17165,-7.31,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.29
0,0,5,569.1223,105.03,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,4949,24.59
0,0,5,568.45022,104.07,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,4949,24.63
0,0,5,569.07632,105.01,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,4949,24.35
1,0,5,433.24598,-14.1,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,14.18
1,0,5,431.53796,-18.82,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,14.33
1,0,5,429.55831,-14.09,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,14.16
0,0,0,508.32576,22.845,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,17.69
0,0,0,508.70913,22.765,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,18.08
0,0,0,508.32291,22.705,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,18.06
0,0,2,570.0464,-23.594,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4041,21.57
0,0,2,569.71058,-24.934,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4041,21.37
0,0,2,568.84243,-23.964,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,30,2,4041,21.57
0,0,0,213.47871,-9.61,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3551,3.61
0,0,0,215.41888,-9.85,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3551,3.42
0,0,0,213.0921,-9.38,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3551,3.5
0,0,5,515.41547,29.42,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,18.17
0,0,5,515.31631,29.32,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,18.81
0,0,5,515.57846,28.84,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,18.48
0,0,5,515.6499,29.48,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,18.92
0,0,5,515.62096,29.14,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,18.91
0,0,5,515.69906,28.93,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,18.77
0,0,0,317.547,43.239,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,7.39
0,0,0,317.42278,43.309,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,7.34
0,0,0,317.2465,43.319,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,7.17
0,1,4,530.83669,-65.79,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,20.27
0,1,4,530.49098,-59.51,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,19.27
0,1,4,533.78342,-65.84,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,20.5
1,0,0,223.01795,-7.84,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,3.59
1,0,0,221.42132,-8.47,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,2.87
1,0,0,222.8839,-8.9,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,3.68
1,0,0,217.72164,-8.05,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,3.4
1,0,0,216.92606,-9.11,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,3.4
1,0,0,215.41873,-9.54,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,3.31
1,0,0,223.01795,-7.84,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,3.59
1,0,0,221.42132,-8.47,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,2.87
1,0,0,222.8839,-8.9,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,3.68
1,0,0,217.72164,-8.05,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,3.4
1,0,0,216.92606,-9.11,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,3.4
1,0,0,215.41873,-9.54,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,3.31
1,0,0,520.27229,85.68,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3081,18.91
1,0,0,520.54745,85.31,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3081,18.7
1,0,0,520.43643,85.16,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3081,18.21
1,0,0,520.6875,85.75,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3081,19.09
1,0,0,520.78278,85.4,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3081,18.73
1,0,0,520.58553,85.29,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3081,18.97
0,0,0,245.62622,-8.04,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,3,3547,4.35
0,0,0,245.5741,-8.29,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,3,3547,4.46
0,0,0,245.63187,-7.98,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,3,3547,4.2
0,0,0,351.37735,-19.58,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,12.58
0,0,0,351.71979,-19.41,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,12.3
0,0,0,351.58256,-19.51,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,12.27
0,0,0,351.91209,-19.88,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,12.07
0,0,0,351.66644,-19.62,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,12.16
0,0,0,352.19559,-19.66,67000,197540,0.0443,34.8,0.00002,2290.32,715.51,11.6,37,2,3527,12.29
0,0,1,555.3758,-38.85,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,22.93
0,0,1,555.16092,-38.82,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,22.7
0,0,1,554.9742,-38.82,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,22.65
0,0,1,555.46328,-38.8,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,23.02
0,0,1,554.87137,-38.88,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,22.64
0,0,1,555.49153,-38.81,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,22.36
0,0,1,555.3758,-38.85,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,22.93
0,0,1,555.16092,-38.82,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,22.7
0,0,1,554.9742,-38.82,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,22.65
0,0,1,555.46328,-38.8,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,23.02
0,0,1,554.87137,-38.88,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,22.64
0,0,1,555.49153,-38.81,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,22.36
1,0,5,427.96371,108.16,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,12.79
1,0,5,429.73242,107.87,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,12.88
1,0,5,432.42998,108.1,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,12.76
1,0,0,344.65089,-1.589,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.18
1,0,0,343.81301,-1.585,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.03
1,0,0,343.18559,-1.018,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,7.89
1,0,0,347.46675,-1.037,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.44
1,0,0,347.80785,-1.354,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.41
1,0,0,347.31575,-1.262,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.25
1,0,5,216.56483,1.09,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,3.26
1,0,5,219.90924,-4.61,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,3.59
1,0,5,224.32328,1.45,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,3.4
0,0,4,587.78909,58.97,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,2,3787,24.52
0,0,4,587.12649,59.06,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,2,3787,24.65
0,0,4,588.17397,59.04,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,2,3787,24.64
0,0,5,290.01957,-7.438,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,24,2,2900,6.56
0,0,5,290.17355,-7.248,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,24,2,2900,7.24
0,0,5,290.20631,-7.447,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,24,2,2900,6.48
0,0,2,709.71755,56.912,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,32,3,4054,37.39
0,0,2,709.76427,55.901,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,32,3,4054,37.74
0,0,2,710.03195,57.001,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,32,3,4054,37.09
0,0,0,419.85252,-3.69,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,13.44
0,0,0,420.16424,-3.59,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,13.57
0,0,0,419.59096,-3.69,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,13.18
0,0,0,419.88505,-3.59,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,13.68
0,0,0,419.77062,-3.76,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,13.46
0,0,0,419.7965,-3.59,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,13.28
0,1,4,529.41387,-64.38,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,19.69
0,1,4,530.69872,-57.42,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,19.02
0,1,4,532.45067,-64.34,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,31,1,3584,20.11
0,1,5,707.68138,-6.79,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,36.79
0,1,5,707.34077,-6.01,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,35.92
0,1,5,706.50336,-5.07,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,36.19
0,1,5,706.037,-6.796,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,37.21
0,1,5,705.3376,-6.056,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,36.56
0,1,5,704.30383,-4.92,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,36.66
0,0,0,296.17832,10.64,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,34,1,3715,11.16
0,0,0,295.75048,10.23,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,34,1,3715,10.8
0,0,0,295.6362,10.29,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,34,1,3715,10.86
0,0,0,484.49615,27.22,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,16.76
0,0,0,483.56069,26.83,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,16.46
0,0,0,483.40551,26.34,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,15.9
0,0,0,483.53889,27.07,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,16.66
0,0,0,482.53722,26.6,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,16.77
0,0,0,484.10526,26.17,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,15.88
0,0,0,611.10298,-20.02,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.53
0,0,0,611.00152,-20.45,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.76
0,0,0,611.1427,-20.83,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.43
0,0,0,611.13871,-19.93,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,27.11
0,0,0,610.73123,-20.46,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.98
0,0,0,610.3003,-21.04,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,26.56
0,0,0,507.10888,-9.493,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,17.52
0,0,0,506.94519,-9.243,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,17.58
0,0,0,506.86359,-9.663,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,17.82
0,0,4,522.07643,-12.8,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,20.72
0,0,4,523.21975,-13.92,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,19.29
0,0,4,524.19943,-13.3,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,20.98
0,0,0,340.00003,-3.58,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,8.16
0,0,0,338.95623,-3.44,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,8.02
0,0,0,339.98785,-3.65,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,8.16
0,0,0,338.99776,-3.45,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,7.6
0,0,0,338.44974,-3.4,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,8.01
0,0,0,339.24947,-3.42,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,8.27
1,0,0,419.5159,9.366,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,12.36
1,0,0,418.61237,8.276,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,12.7
1,0,0,417.643,9.306,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,12.4
0,0,0,333.24617,11.375,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,7.7
0,0,0,333.27474,10.884,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,7.54
0,0,0,333.43199,10.68,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,7.49
0,0,0,333.63921,11.295,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,7.85
0,0,0,333.60389,10.929,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,7.72
0,0,0,333.10956,10.679,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,7.5
0,0,0,334.19371,0.953,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,7.34
0,0,0,334.34748,0.813,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,7.83
0,0,0,334.31442,0.843,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,7.45
1,0,2,340.57412,23.263,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,7.74
1,0,2,337.76246,16.463,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,7.48
1,0,2,335.45281,23.353,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,7.52
0,0,0,335.13919,1.55,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,7.63
0,0,0,335.09331,1.06,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,7.44
0,0,0,335.39453,1.3,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,7.73
0,0,0,664.1732,-18.75,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,29.55
0,0,0,663.6499,-19.05,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,30
0,0,0,663.57661,-18.64,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,29.84
0,0,0,664.31571,-18.79,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,28.66
0,0,0,664.2919,-18.68,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,29.69
0,0,0,663.92075,-18.73,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2701,29.91
0,0,0,664.1732,-18.75,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,29.55
0,0,0,663.6499,-19.05,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,30
0,0,0,663.57661,-18.64,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,29.84
0,0,0,664.31571,-18.79,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,28.66
0,0,0,664.2919,-18.68,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,29.69
0,0,0,663.92075,-18.73,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,34,2,2699,29.91
0,0,0,747.83124,-1.54,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,37.72
0,0,0,747.33553,-1.41,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,37.6
0,0,0,747.6357,-1.44,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,37.68
0,0,0,747.80412,-1.47,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,37.54
0,0,0,747.61042,-1.45,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,37.37
0,0,0,747.7174,-1.37,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,37.45
1,0,0,429.72551,108,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,32,3,3719,14.11
1,0,0,431.35073,108.28,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,32,3,3719,14.36
1,0,0,434.06938,108,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,32,3,3719,14.04
0,0,1,555.57596,-38.56,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,23.53
0,0,1,555.79511,-38.92,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,23.31
0,0,1,555.66436,-39.31,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,23.77
0,0,1,555.34372,-38.98,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,24.09
0,0,1,555.33041,-39.52,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,23.53
0,0,1,555.41614,-38.78,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,23.31
1,0,4,433.57217,-13.95,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,13.94
1,0,4,431.57702,-19.65,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,13.71
1,0,4,430.31296,-14.26,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,13.93
0,1,5,262.73029,-42.522,65000,167000,0.03905,36.2,0.00002,2337,775.41,0,30,3,1876,6.64
0,1,5,262.14163,-42.012,65000,167000,0.03905,36.2,0.00002,2337,775.41,0,30,3,1876,6.22
0,1,5,262.87181,-41.43,65000,167000,0.03905,36.2,0.00002,2337,775.41,0,30,3,1876,5.74
0,1,5,250.51485,-42.112,65000,167000,0.03905,36.2,0.00002,2337,775.41,0,30,3,1876,5.8
0,1,5,250.07855,-41.802,65000,167000,0.03905,36.2,0.00002,2337,775.41,0,30,3,1876,5.59
0,1,5,248.54487,-41.172,65000,167000,0.03905,36.2,0.00002,2337,775.41,0,30,3,1876,5.37
0,0,5,339.50942,7.78,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,8.57
0,0,5,339.92456,7.63,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4332,8.63
