小号塔类型,大号塔类型,地形,挂点档距(m),挂点高差(m),弹性系数(MPa)E,计算破断力(N)B,每km电阻(Ω)R,外径(mm)D,线涨系数(1/℃)A,单位长度重量(kg/km)w,总截面(mm^2)S,钢芯直径mm,工况温度(℃),工况风速(m/s),服役时长(天),最大弧垂(m)
1,0,5,218.94844,41.608,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,3.56
1,0,5,218.82914,41.918,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,3.48
1,0,5,218.86242,41.758,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,1944,3.67
0,0,0,1011.15744,-0.49,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,60.22
0,0,0,1011.67489,-0.9,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,58.91
0,0,0,1011.56576,-0.81,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,58.7
0,0,0,1011.56431,-0.51,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,58.71
0,0,0,1011.87132,-0.65,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,57.99
0,0,0,1011.39107,-0.69,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,58.35
0,0,5,207.74982,-5.25,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,2.95
0,0,5,208.92698,-5.84,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,3.38
0,0,5,208.37668,-5.22,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,3.36
0,0,5,207.83409,-4.85,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,3.17
0,0,5,208.09843,-5.42,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,3.3
0,0,5,208.60773,-5.77,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,3.35
0,0,0,485.65687,-45.42,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,16.11
0,0,0,485.53564,-44.89,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,15.63
0,0,0,485.43621,-44.33,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,15.88
0,0,0,485.72263,-45.45,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,15.88
0,0,0,486.028,-44.94,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,15.69
0,0,0,485.5366,-44.57,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,24,2,2334,15.85
0,1,0,553.18706,-9.65,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,22.36
0,1,0,552.96844,-9.22,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,22.75
0,1,0,553.60726,-8.45,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,22.42
0,1,0,552.115,-9.66,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,22.78
0,1,0,552.35321,-8.96,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,22.65
0,1,0,552.51472,-8.85,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,22.29
0,1,5,240.71466,20.469,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,29,2,2089,4.53
0,1,5,242.47008,25.029,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,29,2,2089,4.66
0,1,5,245.51752,20.189,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,29,2,2089,4.47
0,0,0,373.87065,15.42,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,35,2,4089,12.59
0,0,0,373.57926,15.34,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,35,2,4089,12.85
0,0,0,373.60536,15.37,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,35,2,4089,12.72
0,0,5,768.39684,46.85,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,42.68
0,0,5,768.2195,46.6,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,42.13
0,0,5,768.36824,46.21,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,42.16
0,0,5,768.29008,46.87,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,42.27
0,0,5,767.81625,46.58,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,42.22
0,0,5,768.19411,46.22,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,27,3,2490,42.22
1,0,5,469.85908,0.54,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,15.52
1,0,5,468.63427,-0.8,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,15.7
1,0,5,467.60908,-2.33,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,15.21
1,0,5,472.56459,0.46,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,15.56
1,0,5,471.4582,-1,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,15.73
1,0,5,472.05063,-2.76,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,15.78
1,1,5,204.60815,-7.577,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,4.65
1,1,5,203.14894,-7.457,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,3,1876,4.35
0,1,0,219.13656,31.88,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,28,2,4176,3.34
0,1,0,218.66472,31.5,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,28,2,4176,3.07
0,1,0,218.26371,31.87,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,28,2,4176,3.22
0,1,0,218.98604,31.69,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,28,2,4176,3.18
0,1,0,218.641,31.65,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,28,2,4176,3.1
0,1,0,218.61503,31.7,65000,128100,0.05912,30,0.00002,1688,531.68,8.4,28,2,4176,3.14
0,0,5,297.86202,17.516,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2113,7.99
0,0,5,297.9618,17.991,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2113,7.42
0,0,5,296.44293,17.51,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2113,6.77
0,0,0,373.99279,15.26,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,34,1,3715,13.61
0,0,0,374.02256,15.69,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,34,1,3715,14.02
0,0,0,374.45435,14.8,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,34,1,3715,13.82
0,0,0,445.0472,27.971,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,13.51
0,0,0,444.88503,28.096,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,13.35
0,0,0,444.66114,28.363,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,13.54
0,0,0,445.45955,27.842,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,13.61
0,0,0,444.74763,28.153,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,13.09
0,0,0,444.61554,28.319,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,13.6
0,0,5,230.88694,10.08,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,3.52
0,0,5,230.61584,9.79,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,3.6
0,0,5,230.96111,9.99,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,2,3583,3.54
0,0,0,256.31661,30.822,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,4.62
0,0,0,256.64224,30.152,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,4.52
0,0,0,256.69804,30.862,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,31,2,7188,4.57
0,0,2,314.58458,-29.848,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,6.32
0,0,2,314.59665,-29.058,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,7.12
0,0,2,314.72533,-29.768,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,31,3,4041,6.77
0,1,5,482.80367,28.06,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,32,3,3719,16.2
0,1,5,483.97303,32.87,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,32,3,3719,16.47
0,1,5,484.70165,27.61,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,32,3,3719,16.38
0,0,1,254.81244,-3.3,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,5.18
0,0,1,255.15286,-3.12,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,5.14
0,0,1,255.09508,-3.83,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,32,3,3216,5.1
0,0,1,255.04876,-2.7,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,5.15
0,0,1,255.16781,-3.09,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,5.12
0,0,1,254.66745,-3.33,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,2,3216,5.17
0,0,1,253.5968,-2.53,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,3.58
0,0,1,254.05415,-2.54,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,3.65
0,0,1,254.57483,-2.57,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,3.01
0,0,1,254.39708,-2.49,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,3.16
0,0,1,253.81982,-2.73,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,3.78
0,0,1,253.93263,-2.53,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,3,1601,3.59
0,0,1,253.59785,-2.53,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,3.58
0,0,1,254.05415,-2.54,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,3.65
0,0,1,254.57483,-2.57,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,3.01
0,0,1,254.39708,-2.49,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,3.16
0,0,1,253.81982,-2.73,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,3.78
0,0,1,253.93263,-2.53,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,31,3,1610,3.59
1,0,5,469.40585,0.32,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,16.19
1,0,5,468.23583,-1.13,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,16.56
1,0,5,466.92507,-2.79,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,15.99
1,0,5,471.57665,0.68,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,16.16
1,0,5,471.94881,-0.96,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,16.29
1,0,5,471.32698,-2.54,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,16.36
1,0,5,469.40585,0.32,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,15.49
1,0,5,468.23583,-1.13,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,15.92
1,0,5,466.92507,-2.79,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,15.35
1,0,5,471.57665,0.68,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,15.54
1,0,5,471.94881,-0.96,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,15.65
1,0,5,471.32698,-2.54,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,15.73
0,0,5,488.09893,10.01,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,16.89
0,0,5,487.85565,10.03,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,16.76
0,0,5,487.95941,10.08,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,32,3,4330,16.64
0,0,5,691.27424,-8.46,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,33.17
0,0,5,690.83196,-8.16,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,33
0,0,5,691.70154,-7.5,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,33.42
0,0,5,690.60892,-8.32,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,32.87
0,0,5,691.24462,-8.06,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,33.09
0,0,5,691.35893,-7.72,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,33.39
0,0,1,254.61416,-4.53,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,4.79
0,0,1,254.53973,-5.03,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,4.97
0,0,1,254.90441,-5.55,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,5.25
0,0,1,255.19134,-4.6,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,4.83
0,0,1,255.26941,-4.52,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,4.73
0,0,1,254.56803,-4.89,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,2,3827,4.88
0,0,1,254.61416,-4.53,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,4.79
0,0,1,254.53973,-5.03,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,4.97
0,0,1,254.90441,-5.55,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,5.25
0,0,1,255.19134,-4.6,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,4.83
0,0,1,255.26941,-4.52,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,4.73
0,0,1,254.56803,-4.89,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,30,2,3842,4.88
1,0,0,547.01141,229.11,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,24.52
1,0,0,546.45887,228.59,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,24.1
1,0,0,546.40508,228.44,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,24.1
1,0,0,550.01446,229.18,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,24.86
1,0,0,549.99689,228.94,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,24.65
1,0,0,549.73974,228.68,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,28,1,2724,24.27
0,0,2,284.06793,-19.632,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,5.61
0,0,2,284.03341,-19.413,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,5.51
0,0,2,284.12168,-19.644,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,5.74
0,0,4,217.46828,3.986,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,3.65
0,0,4,217.60661,4.866,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,3.62
0,0,4,217.44841,4.003,69000,123400,0.07232,27.63,0.00002,1511,451.55,9.21,27,3,5058,3.68
0,1,2,128.50971,-17.24,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,2,4966,1.32
0,1,2,128.3909,-11.71,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,2,4966,1.36
0,1,2,129.16268,-17.23,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,26,2,4966,1.42
0,1,0,278.40116,23.61,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,6.64
0,1,0,278.37628,24.12,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,6.21
0,1,0,277.94136,24.51,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,5.04
0,1,0,278.45181,23.42,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,7.52
0,1,0,278.22341,24.05,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,6.27
0,1,0,278.10393,24.35,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,5.65
0,0,0,350.47942,24.467,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.9
0,0,0,350.61893,24.5,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.63
0,0,0,350.27649,24.476,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.74
0,0,0,350.2732,24.447,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,9.15
0,0,0,350.34522,24.567,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.95
0,0,0,350.58442,24.481,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,8.89
0,0,4,531.62288,-55.3,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.26
0,0,4,531.62288,-55.3,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.26
0,0,4,531.38445,-54.21,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.4
0,0,4,531.38445,-54.21,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.4
0,0,4,531.60501,-52.92,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.57
0,0,4,531.60501,-52.92,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.57
0,0,4,530.69087,-55.48,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.48
0,0,4,530.69087,-55.48,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.48
0,0,4,529.72891,-54.27,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.43
0,0,4,529.72891,-54.27,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.43
0,0,4,529.90946,-53.16,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.6
0,0,4,529.90946,-53.16,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,2,3805,20.6
0,0,2,218.76285,-0.469,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,3.29
0,0,2,218.53983,-0.437,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,3.18
0,0,2,218.3845,-0.391,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,3.27
0,0,2,218.70754,-0.376,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,3.36
0,0,2,217.96137,-0.404,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,3.27
0,0,2,218.66265,-0.377,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,3.28
0,1,0,658.9462,-26.55,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,31.54
0,1,0,658.39893,-25.07,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,30.8
0,1,0,657.18382,-23.41,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,30.47
0,1,0,657.59414,-26.22,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,31.08
0,1,0,658.69339,-24.97,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,30.82
0,1,0,656.34186,-23.28,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,26,2,3007,30.24
0,0,0,307.23276,-0.72,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,35,2,4089,8.53
0,0,0,307.24532,-0.74,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,35,2,4089,8.67
0,0,0,307.31401,-0.65,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,35,2,4089,8.58
0,0,0,205.48459,-2.53,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,3.07
0,0,0,205.22794,-2.62,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,3.05
0,0,0,205.4323,-2.75,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,3.11
0,0,0,205.31994,-2.7,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,3.13
0,0,0,204.99626,-2.61,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,2.99
0,0,0,205.66763,-2.81,63700,170600,0.1472,36.2,0.00002,2397.7,775,0,24,2,2756,3.08
0,0,0,646.11986,24.06,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,30.1
0,0,0,646.04631,23.89,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,30.09
0,0,0,645.70186,23.94,72520,84570,0.09614,23.7,0.00002,1116,335,7.8,27,3,7062,29.69
0,0,0,349.84627,-11.634,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,9.25
0,0,0,349.40637,-11.584,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,8.86
0,0,0,349.22907,-11.684,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,8.89
0,0,0,686.19348,-8.68,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,33.68
0,0,0,687.12621,-9.21,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,32.85
0,0,0,686.56578,-9.25,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,33.77
0,0,0,687.00709,-8.81,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,33.13
0,0,0,686.98522,-9.15,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,32.78
0,0,0,686.97788,-9.49,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,37,3,2115,33.59
1,1,5,132.82684,-19.25,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,1.17
1,1,5,130.32502,-19.29,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,1.7
1,1,5,131.88172,-19.64,73000,92220,0.09614,23.94,0.00002,1133,338.99,7.98,23,3,3136,1.97
0,0,4,416.62437,39.88,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,12.38
0,0,4,415.98445,39.51,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,12.18
0,0,4,416.44921,39.73,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,25,2,3784,12.63
0,1,0,256.78955,-14.54,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,4.38
0,1,0,260.19238,-14.54,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,4.55
0,1,0,263.87249,-14.66,63000,148700,0.04633,33.6,0.00002,2060,666.55,8.4,18,2,2665,4.53
0,0,0,538.83768,43.585,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,29,2,2089,19.24
0,0,0,539.15074,43.645,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,29,2,2089,19.42
0,0,0,539.1729,43.835,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,29,2,2089,19.07
0,0,0,495.28348,-2.31,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,15.33
0,0,0,494.99385,-1.85,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,14.84
0,0,0,494.91229,-2.2,80000,102100,0.1198,22.4,0.00002,1108,297.57,9.6,27,1,4090,15.06
1,0,2,320.24012,17.77,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,31,1,4089,11.13
1,0,2,320.79721,13.16,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,31,1,4089,11.09
1,0,2,320.43187,17.95,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,31,1,4089,11.26
0,0,0,323.56877,5.61,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,7.26
0,0,0,323.47834,5.7,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,8.01
0,0,0,323.8185,5.56,76000,47880,0.2345,15.74,0.00002,526.6,149.73,6.3,30,1,3923,7.33
1,0,0,321.95271,20.38,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,34,1,3715,12.32
1,0,0,321.50128,15.5,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,34,1,3715,12.4
1,0,0,321.55626,20.23,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,34,1,3715,12.42
0,0,0,387.14271,5.22,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,10.52
0,0,0,387.40819,5.2,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,9.82
0,0,0,386.99823,5.431,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,34,1,3271,10.05
0,0,5,491.74565,-12.37,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,18.03
0,0,5,492.35462,-12.81,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,17.7
0,0,5,492.74166,-12.94,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,17.57
0,0,5,492.40327,-12.43,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,17.71
0,0,5,491.95184,-12.61,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,17.45
0,0,5,491.08696,-12.86,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,36,6,2701,17.53
0,0,5,491.74565,-12.37,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,17.33
0,0,5,492.35462,-12.81,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,16.49
0,0,5,492.74166,-12.94,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,16.84
0,0,5,492.40327,-12.43,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,17.02
0,0,5,491.95184,-12.61,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,16.77
0,0,5,491.08696,-12.86,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,30,2,2699,16.76
0,0,5,491.78254,-12.26,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,17.15
0,0,5,491.60908,-12.68,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,16.98
0,0,5,492.12658,-12.69,65000,151500,0.04526,33.6,0.00002,2007.2,666.55,0,28,3,2333,16.9
